,country,year,sex,age,cases
6117,KR,2007,m,25-34,953
25709,KR,2007,f,35-44,466
8566,KR,2007,m,35-44,1144
28158,KR,2007,f,45-54,387
11015,KR,2007,m,45-54,1308
30607,KR,2007,f,55-64,347
13464,KR,2007,m,55-64,906
33056,KR,2007,f,65+,1716
15913,KR,2007,m,65+,1684
18363,KR,2008,f,0-14,32
1220,KR,2008,m,0-14,21
20812,KR,2008,f,15-24,483
3669,KR,2008,m,15-24,492
23261,KR,2008,f,25-34,722
6118,KR,2008,m,25-34,865
25710,KR,2008,f,35-44,483
8567,KR,2008,m,35-44,1093
28159,KR,2008,f,45-54,402
11016,KR,2008,m,45-54,1400
30608,KR,2008,f,55-64,360
13465,KR,2008,m,55-64,958
33057,KR,2008,f,65+,1889
15914,KR,2008,m,65+,1848
18364,KW,1995,f,0-14,0
1221,KW,1995,m,0-14,0
20813,KW,1995,f,15-24,8
3670,KW,1995,m,15-24,15
23262,KW,1995,f,25-34,24
6119,KW,1995,m,25-34,51
25711,KW,1995,f,35-44,9
8568,KW,1995,m,35-44,32
28160,KW,1995,f,45-54,4
11017,KW,1995,m,45-54,17
30609,KW,1995,f,55-64,4
13466,KW,1995,m,55-64,9
33058,KW,1995,f,65+,2
15915,KW,1995,m,65+,0
18365,KW,1996,f,0-14,1
1222,KW,1996,m,0-14,0
20814,KW,1996,f,15-24,12
3671,KW,1996,m,15-24,11
23263,KW,1996,f,25-34,17
6120,KW,1996,m,25-34,45
25712,KW,1996,f,35-44,8
8569,KW,1996,m,35-44,16
28161,KW,1996,f,45-54,3
11018,KW,1996,m,45-54,30
30610,KW,1996,f,55-64,3
13467,KW,1996,m,55-64,4
33059,KW,1996,f,65+,2
15916,KW,1996,m,65+,1
18366,KW,1997,f,0-14,1
1223,KW,1997,m,0-14,1
20815,KW,1997,f,15-24,17
3672,KW,1997,m,15-24,23
23264,KW,1997,f,25-34,26
6121,KW,1997,m,25-34,38
25713,KW,1997,f,35-44,11
8570,KW,1997,m,35-44,37
28162,KW,1997,f,45-54,7
11019,KW,1997,m,45-54,22
30611,KW,1997,f,55-64,1
13468,KW,1997,m,55-64,6
33060,KW,1997,f,65+,4
15917,KW,1997,m,65+,7
18367,KW,1998,f,0-14,0
1224,KW,1998,m,0-14,0
20816,KW,1998,f,15-24,13
3673,KW,1998,m,15-24,14
23265,KW,1998,f,25-34,14
6122,KW,1998,m,25-34,42
25714,KW,1998,f,35-44,9
8571,KW,1998,m,35-44,42
28163,KW,1998,f,45-54,5
11020,KW,1998,m,45-54,20
30612,KW,1998,f,55-64,5
13469,KW,1998,m,55-64,11
33061,KW,1998,f,65+,5
15918,KW,1998,m,65+,5
18368,KW,1999,f,0-14,2
1225,KW,1999,m,0-14,0
20817,KW,1999,f,15-24,9
3674,KW,1999,m,15-24,18
23266,KW,1999,f,25-34,23
6123,KW,1999,m,25-34,49
25715,KW,1999,f,35-44,5
8572,KW,1999,m,35-44,26
28164,KW,1999,f,45-54,6
11021,KW,1999,m,45-54,11
30613,KW,1999,f,55-64,4
13470,KW,1999,m,55-64,10
33062,KW,1999,f,65+,2
15919,KW,1999,m,65+,4
18369,KW,2000,f,0-14,1
1226,KW,2000,m,0-14,0
20818,KW,2000,f,15-24,11
3675,KW,2000,m,15-24,10
23267,KW,2000,f,25-34,24
6124,KW,2000,m,25-34,44
25716,KW,2000,f,35-44,12
8573,KW,2000,m,35-44,32
28165,KW,2000,f,45-54,5
11022,KW,2000,m,45-54,21
30614,KW,2000,f,55-64,3
13471,KW,2000,m,55-64,11
33063,KW,2000,f,65+,1
15920,KW,2000,m,65+,5
18370,KW,2001,f,0-14,1
1227,KW,2001,m,0-14,0
20819,KW,2001,f,15-24,13
3676,KW,2001,m,15-24,13
23268,KW,2001,f,25-34,30
6125,KW,2001,m,25-34,37
25717,KW,2001,f,35-44,14
8574,KW,2001,m,35-44,29
28166,KW,2001,f,45-54,4
11023,KW,2001,m,45-54,19
30615,KW,2001,f,55-64,5
13472,KW,2001,m,55-64,1
33064,KW,2001,f,65+,2
15921,KW,2001,m,65+,6
18371,KW,2002,f,0-14,0
1228,KW,2002,m,0-14,0
20820,KW,2002,f,15-24,15
3677,KW,2002,m,15-24,14
23269,KW,2002,f,25-34,37
6126,KW,2002,m,25-34,47
25718,KW,2002,f,35-44,11
8575,KW,2002,m,35-44,32
28167,KW,2002,f,45-54,7
11024,KW,2002,m,45-54,26
30616,KW,2002,f,55-64,3
13473,KW,2002,m,55-64,9
33065,KW,2002,f,65+,2
15922,KW,2002,m,65+,3
18372,KW,2003,f,0-14,1
1229,KW,2003,m,0-14,1
20821,KW,2003,f,15-24,16
3678,KW,2003,m,15-24,14
23270,KW,2003,f,25-34,31
6127,KW,2003,m,25-34,39
25719,KW,2003,f,35-44,18
8576,KW,2003,m,35-44,33
28168,KW,2003,f,45-54,2
11025,KW,2003,m,45-54,26
30617,KW,2003,f,55-64,3
13474,KW,2003,m,55-64,11
33066,KW,2003,f,65+,1
15923,KW,2003,m,65+,5
18373,KW,2004,f,0-14,0
1230,KW,2004,m,0-14,0
20822,KW,2004,f,15-24,14
3679,KW,2004,m,15-24,20
23271,KW,2004,f,25-34,44
6128,KW,2004,m,25-34,63
25720,KW,2004,f,35-44,12
8577,KW,2004,m,35-44,38
28169,KW,2004,f,45-54,7
11026,KW,2004,m,45-54,22
30618,KW,2004,f,55-64,5
13475,KW,2004,m,55-64,9
33067,KW,2004,f,65+,7
15924,KW,2004,m,65+,7
18374,KW,2005,f,0-14,0
1231,KW,2005,m,0-14,0
20823,KW,2005,f,15-24,13
3680,KW,2005,m,15-24,12
23272,KW,2005,f,25-34,31
6129,KW,2005,m,25-34,45
25721,KW,2005,f,35-44,11
8578,KW,2005,m,35-44,29
28170,KW,2005,f,45-54,3
11027,KW,2005,m,45-54,26
30619,KW,2005,f,55-64,1
13476,KW,2005,m,55-64,8
33068,KW,2005,f,65+,5
15925,KW,2005,m,65+,3
18375,KW,2006,f,0-14,0
1232,KW,2006,m,0-14,1
20824,KW,2006,f,15-24,17
3681,KW,2006,m,15-24,19
23273,KW,2006,f,25-34,41
6130,KW,2006,m,25-34,72
25722,KW,2006,f,35-44,23
8579,KW,2006,m,35-44,40
28171,KW,2006,f,45-54,5
11028,KW,2006,m,45-54,37
30620,KW,2006,f,55-64,6
13477,KW,2006,m,55-64,14
33069,KW,2006,f,65+,6
15926,KW,2006,m,65+,3
18376,KW,2007,f,0-14,0
1233,KW,2007,m,0-14,1
20825,KW,2007,f,15-24,26
3682,KW,2007,m,15-24,16
23274,KW,2007,f,25-34,53
6131,KW,2007,m,25-34,69
25723,KW,2007,f,35-44,18
8580,KW,2007,m,35-44,25
28172,KW,2007,f,45-54,13
11029,KW,2007,m,45-54,29
30621,KW,2007,f,55-64,7
13478,KW,2007,m,55-64,8
33070,KW,2007,f,65+,4
15927,KW,2007,m,65+,5
18377,KW,2008,f,0-14,2
1234,KW,2008,m,0-14,0
20826,KW,2008,f,15-24,33
3683,KW,2008,m,15-24,18
23275,KW,2008,f,25-34,47
6132,KW,2008,m,25-34,90
25724,KW,2008,f,35-44,27
8581,KW,2008,m,35-44,56
28173,KW,2008,f,45-54,7
11030,KW,2008,m,45-54,34
30622,KW,2008,f,55-64,5
13479,KW,2008,m,55-64,11
33071,KW,2008,f,65+,6
15928,KW,2008,m,65+,9
18378,KY,1998,f,0-14,0
1235,KY,1998,m,0-14,0
20827,KY,1998,f,15-24,0
3684,KY,1998,m,15-24,0
23276,KY,1998,f,25-34,1
6133,KY,1998,m,25-34,0
25725,KY,1998,f,35-44,0
8582,KY,1998,m,35-44,0
28174,KY,1998,f,45-54,0
11031,KY,1998,m,45-54,0
30623,KY,1998,f,55-64,0
13480,KY,1998,m,55-64,0
33072,KY,1998,f,65+,0
15929,KY,1998,m,65+,1
18379,KY,1999,f,0-14,0
1236,KY,1999,m,0-14,0
20828,KY,1999,f,15-24,1
3685,KY,1999,m,15-24,0
23277,KY,1999,f,25-34,0
6134,KY,1999,m,25-34,0
25726,KY,1999,f,35-44,0
8583,KY,1999,m,35-44,1
28175,KY,1999,f,45-54,0
11032,KY,1999,m,45-54,0
30624,KY,1999,f,55-64,0
13481,KY,1999,m,55-64,0
33073,KY,1999,f,65+,0
15930,KY,1999,m,65+,0
18380,KY,2000,f,0-14,0
1237,KY,2000,m,0-14,0
20829,KY,2000,f,15-24,0
3686,KY,2000,m,15-24,0
23278,KY,2000,f,25-34,0
6135,KY,2000,m,25-34,3
25727,KY,2000,f,35-44,0
8584,KY,2000,m,35-44,1
28176,KY,2000,f,45-54,0
11033,KY,2000,m,45-54,0
30625,KY,2000,f,55-64,0
13482,KY,2000,m,55-64,1
33074,KY,2000,f,65+,0
15931,KY,2000,m,65+,0
18381,KY,2001,f,0-14,0
1238,KY,2001,m,0-14,0
20830,KY,2001,f,15-24,0
3687,KY,2001,m,15-24,0
23279,KY,2001,f,25-34,0
6136,KY,2001,m,25-34,1
25728,KY,2001,f,35-44,0
8585,KY,2001,m,35-44,0
28177,KY,2001,f,45-54,0
11034,KY,2001,m,45-54,0
30626,KY,2001,f,55-64,0
13483,KY,2001,m,55-64,0
33075,KY,2001,f,65+,0
15932,KY,2001,m,65+,0
18382,KY,2003,f,0-14,0
1239,KY,2003,m,0-14,0
20831,KY,2003,f,15-24,0
3688,KY,2003,m,15-24,0
23280,KY,2003,f,25-34,0
6137,KY,2003,m,25-34,0
25729,KY,2003,f,35-44,0
8586,KY,2003,m,35-44,0
28178,KY,2003,f,45-54,0
11035,KY,2003,m,45-54,0
30627,KY,2003,f,55-64,0
13484,KY,2003,m,55-64,0
33076,KY,2003,f,65+,0
15933,KY,2003,m,65+,0
18383,KY,2004,f,0-14,0
1240,KY,2004,m,0-14,0
20832,KY,2004,f,15-24,0
3689,KY,2004,m,15-24,0
23281,KY,2004,f,25-34,0
6138,KY,2004,m,25-34,0
25730,KY,2004,f,35-44,1
8587,KY,2004,m,35-44,0
28179,KY,2004,f,45-54,0
11036,KY,2004,m,45-54,0
30628,KY,2004,f,55-64,0
13485,KY,2004,m,55-64,0
33077,KY,2004,f,65+,0
15934,KY,2004,m,65+,0
18384,KY,2006,f,0-14,0
1241,KY,2006,m,0-14,0
20833,KY,2006,f,15-24,0
3690,KY,2006,m,15-24,0
23282,KY,2006,f,25-34,0
6139,KY,2006,m,25-34,0
25731,KY,2006,f,35-44,0
8588,KY,2006,m,35-44,0
28180,KY,2006,f,45-54,0
11037,KY,2006,m,45-54,0
30629,KY,2006,f,55-64,0
13486,KY,2006,m,55-64,0
33078,KY,2006,f,65+,0
15935,KY,2006,m,65+,0
18385,KY,2007,f,0-14,0
1242,KY,2007,m,0-14,0
20834,KY,2007,f,15-24,0
3691,KY,2007,m,15-24,0
23283,KY,2007,f,25-34,0
6140,KY,2007,m,25-34,0
25732,KY,2007,f,35-44,0
8589,KY,2007,m,35-44,0
28181,KY,2007,f,45-54,0
11038,KY,2007,m,45-54,0
30630,KY,2007,f,55-64,0
13487,KY,2007,m,55-64,1
33079,KY,2007,f,65+,0
15936,KY,2007,m,65+,0
18386,KZ,1997,f,0-14,47
1243,KZ,1997,m,0-14,22
20835,KZ,1997,f,15-24,78
3692,KZ,1997,m,15-24,68
23284,KZ,1997,f,25-34,673
6141,KZ,1997,m,25-34,827
25733,KZ,1997,f,35-44,423
8590,KZ,1997,m,35-44,725
28182,KZ,1997,f,45-54,141
11039,KZ,1997,m,45-54,475
30631,KZ,1997,f,55-64,142
13488,KZ,1997,m,55-64,485
33080,KZ,1997,f,65+,115
15937,KZ,1997,m,65+,211
18387,KZ,1998,f,0-14,62
1244,KZ,1998,m,0-14,34
20836,KZ,1998,f,15-24,625
3693,KZ,1998,m,15-24,795
23285,KZ,1998,f,25-34,713
6142,KZ,1998,m,25-34,1009
25734,KZ,1998,f,35-44,457
8591,KZ,1998,m,35-44,817
28183,KZ,1998,f,45-54,204
11040,KZ,1998,m,45-54,628
30632,KZ,1998,f,55-64,174
13489,KZ,1998,m,55-64,515
33081,KZ,1998,f,65+,69
15938,KZ,1998,m,65+,78
18388,KZ,1999,f,0-14,60
1245,KZ,1999,m,0-14,34
20837,KZ,1999,f,15-24,822
3694,KZ,1999,m,15-24,778
23286,KZ,1999,f,25-34,872
6143,KZ,1999,m,25-34,1217
25735,KZ,1999,f,35-44,452
8592,KZ,1999,m,35-44,1026
28184,KZ,1999,f,45-54,226
11041,KZ,1999,m,45-54,560
30633,KZ,1999,f,55-64,171
13490,KZ,1999,m,55-64,368
33082,KZ,1999,f,65+,136
15939,KZ,1999,m,65+,165
18389,KZ,2000,f,0-14,84
1246,KZ,2000,m,0-14,36
20838,KZ,2000,f,15-24,999
3695,KZ,2000,m,15-24,1057
23287,KZ,2000,f,25-34,1079
6144,KZ,2000,m,25-34,1409
25736,KZ,2000,f,35-44,599
8593,KZ,2000,m,35-44,1379
28185,KZ,2000,f,45-54,275
11042,KZ,2000,m,45-54,923
30634,KZ,2000,f,55-64,202
13491,KZ,2000,m,55-64,439
33083,KZ,2000,f,65+,204
15940,KZ,2000,m,65+,218
18390,KZ,2001,f,0-14,88
1247,KZ,2001,m,0-14,38
20839,KZ,2001,f,15-24,1040
3696,KZ,2001,m,15-24,1038
23288,KZ,2001,f,25-34,1062
6145,KZ,2001,m,25-34,1477
25737,KZ,2001,f,35-44,570
8594,KZ,2001,m,35-44,1485
28186,KZ,2001,f,45-54,263
11043,KZ,2001,m,45-54,1011
30635,KZ,2001,f,55-64,194
13492,KZ,2001,m,55-64,429
33084,KZ,2001,f,65+,173
15941,KZ,2001,m,65+,211
18391,KZ,2002,f,0-14,68
1248,KZ,2002,m,0-14,33
20840,KZ,2002,f,15-24,1035
3697,KZ,2002,m,15-24,1067
23289,KZ,2002,f,25-34,1086
6146,KZ,2002,m,25-34,1565
25738,KZ,2002,f,35-44,669
8595,KZ,2002,m,35-44,1490
28187,KZ,2002,f,45-54,348
11044,KZ,2002,m,45-54,1042
30636,KZ,2002,f,55-64,194
13493,KZ,2002,m,55-64,435
33085,KZ,2002,f,65+,208
15942,KZ,2002,m,65+,212
18392,KZ,2004,f,0-14,62
1249,KZ,2004,m,0-14,24
20841,KZ,2004,f,15-24,844
3698,KZ,2004,m,15-24,989
23290,KZ,2004,f,25-34,912
6147,KZ,2004,m,25-34,1291
25739,KZ,2004,f,35-44,517
8596,KZ,2004,m,35-44,1183
28188,KZ,2004,f,45-54,307
11045,KZ,2004,m,45-54,899
30637,KZ,2004,f,55-64,178
13494,KZ,2004,m,55-64,336
33086,KZ,2004,f,65+,189
15943,KZ,2004,m,65+,196
18393,KZ,2005,f,0-14,46
1250,KZ,2005,m,0-14,31
20842,KZ,2005,f,15-24,751
3699,KZ,2005,m,15-24,917
23291,KZ,2005,f,25-34,767
6148,KZ,2005,m,25-34,1142
25740,KZ,2005,f,35-44,436
8597,KZ,2005,m,35-44,983
28189,KZ,2005,f,45-54,286
11046,KZ,2005,m,45-54,795
30638,KZ,2005,f,55-64,121
13495,KZ,2005,m,55-64,274
33087,KZ,2005,f,65+,187
15944,KZ,2005,m,65+,175
18394,KZ,2006,f,0-14,30
1251,KZ,2006,m,0-14,11
20843,KZ,2006,f,15-24,741
3700,KZ,2006,m,15-24,888
23292,KZ,2006,f,25-34,636
6149,KZ,2006,m,25-34,981
25741,KZ,2006,f,35-44,370
8598,KZ,2006,m,35-44,848
28190,KZ,2006,f,45-54,234
11047,KZ,2006,m,45-54,744
30639,KZ,2006,f,55-64,116
13496,KZ,2006,m,55-64,287
33088,KZ,2006,f,65+,150
15945,KZ,2006,m,65+,169
18395,KZ,2007,f,0-14,38
1252,KZ,2007,m,0-14,14
20844,KZ,2007,f,15-24,782
3701,KZ,2007,m,15-24,881
23293,KZ,2007,f,25-34,605
6150,KZ,2007,m,25-34,976
25742,KZ,2007,f,35-44,367
8599,KZ,2007,m,35-44,859
28191,KZ,2007,f,45-54,249
11048,KZ,2007,m,45-54,714
30640,KZ,2007,f,55-64,124
13497,KZ,2007,m,55-64,279
33089,KZ,2007,f,65+,157
15946,KZ,2007,m,65+,150
18396,KZ,2008,f,0-14,44
1253,KZ,2008,m,0-14,14
20845,KZ,2008,f,15-24,710
3702,KZ,2008,m,15-24,897
23294,KZ,2008,f,25-34,659
6151,KZ,2008,m,25-34,968
25743,KZ,2008,f,35-44,320
8600,KZ,2008,m,35-44,811
28192,KZ,2008,f,45-54,230
11049,KZ,2008,m,45-54,752
30641,KZ,2008,f,55-64,137
13498,KZ,2008,m,55-64,306
33090,KZ,2008,f,65+,185
15947,KZ,2008,m,65+,160
18397,LA,1995,f,0-14,3
1254,LA,1995,m,0-14,6
20846,LA,1995,f,15-24,49
3703,LA,1995,m,15-24,56
23295,LA,1995,f,25-34,49
6152,LA,1995,m,25-34,71
25744,LA,1995,f,35-44,69
8601,LA,1995,m,35-44,68
28193,LA,1995,f,45-54,54
11050,LA,1995,m,45-54,78
30642,LA,1995,f,55-64,52
13499,LA,1995,m,55-64,90
33091,LA,1995,f,65+,26
15948,LA,1995,m,65+,55
18398,LA,1996,f,0-14,4
1255,LA,1996,m,0-14,1
20847,LA,1996,f,15-24,31
3704,LA,1996,m,15-24,42
23296,LA,1996,f,25-34,62
6153,LA,1996,m,25-34,80
25745,LA,1996,f,35-44,80
8602,LA,1996,m,35-44,97
28194,LA,1996,f,45-54,64
11051,LA,1996,m,45-54,131
30643,LA,1996,f,55-64,59
13500,LA,1996,m,55-64,127
33092,LA,1996,f,65+,24
15949,LA,1996,m,65+,84
18399,LA,1997,f,0-14,2
1256,LA,1997,m,0-14,2
20848,LA,1997,f,15-24,60
3705,LA,1997,m,15-24,61
23297,LA,1997,f,25-34,83
6154,LA,1997,m,25-34,91
25746,LA,1997,f,35-44,102
8603,LA,1997,m,35-44,151
28195,LA,1997,f,45-54,102
11052,LA,1997,m,45-54,158
30644,LA,1997,f,55-64,88
13501,LA,1997,m,55-64,156
33093,LA,1997,f,65+,54
15950,LA,1997,m,65+,124
18400,LA,1998,f,0-14,6
1257,LA,1998,m,0-14,4
20849,LA,1998,f,15-24,59
3706,LA,1998,m,15-24,77
23298,LA,1998,f,25-34,121
6155,LA,1998,m,25-34,152
25747,LA,1998,f,35-44,122
8604,LA,1998,m,35-44,150
28196,LA,1998,f,45-54,108
11053,LA,1998,m,45-54,177
30645,LA,1998,f,55-64,90
13502,LA,1998,m,55-64,211
33094,LA,1998,f,65+,65
15951,LA,1998,m,65+,152
18401,LA,1999,f,0-14,9
1258,LA,1999,m,0-14,5
20850,LA,1999,f,15-24,60
3707,LA,1999,m,15-24,91
23299,LA,1999,f,25-34,115
6156,LA,1999,m,25-34,175
25748,LA,1999,f,35-44,142
8605,LA,1999,m,35-44,183
28197,LA,1999,f,45-54,141
11054,LA,1999,m,45-54,213
30646,LA,1999,f,55-64,98
13503,LA,1999,m,55-64,193
33095,LA,1999,f,65+,90
15952,LA,1999,m,65+,191
18402,LA,2000,f,0-14,10
1259,LA,2000,m,0-14,7
20851,LA,2000,f,15-24,59
3708,LA,2000,m,15-24,92
23300,LA,2000,f,25-34,95
6157,LA,2000,m,25-34,128
25749,LA,2000,f,35-44,131
8606,LA,2000,m,35-44,166
28198,LA,2000,f,45-54,122
11055,LA,2000,m,45-54,201
30647,LA,2000,f,55-64,91
13504,LA,2000,m,55-64,177
33096,LA,2000,f,65+,71
15953,LA,2000,m,65+,176
18403,LA,2001,f,0-14,6
1260,LA,2001,m,0-14,10
20852,LA,2001,f,15-24,51
3709,LA,2001,m,15-24,81
23301,LA,2001,f,25-34,99
6158,LA,2001,m,25-34,137
25750,LA,2001,f,35-44,121
8607,LA,2001,m,35-44,176
28199,LA,2001,f,45-54,138
11056,LA,2001,m,45-54,219
30648,LA,2001,f,55-64,104
13505,LA,2001,m,55-64,186
33097,LA,2001,f,65+,71
15954,LA,2001,m,65+,164
18404,LA,2002,f,0-14,2
1261,LA,2002,m,0-14,4
20853,LA,2002,f,15-24,72
3710,LA,2002,m,15-24,86
23302,LA,2002,f,25-34,141
6159,LA,2002,m,25-34,159
25751,LA,2002,f,35-44,151
8608,LA,2002,m,35-44,220
28200,LA,2002,f,45-54,152
11057,LA,2002,m,45-54,223
30649,LA,2002,f,55-64,117
13506,LA,2002,m,55-64,227
33098,LA,2002,f,65+,90
15955,LA,2002,m,65+,185
18405,LA,2003,f,0-14,7
1262,LA,2003,m,0-14,6
20854,LA,2003,f,15-24,77
3711,LA,2003,m,15-24,91
23303,LA,2003,f,25-34,107
6160,LA,2003,m,25-34,180
25752,LA,2003,f,35-44,162
8609,LA,2003,m,35-44,239
28201,LA,2003,f,45-54,156
11058,LA,2003,m,45-54,226
30650,LA,2003,f,55-64,114
13507,LA,2003,m,55-64,207
33099,LA,2003,f,65+,98
15956,LA,2003,m,65+,196
18406,LA,2004,f,0-14,12
1263,LA,2004,m,0-14,14
20855,LA,2004,f,15-24,72
3712,LA,2004,m,15-24,120
23304,LA,2004,f,25-34,137
6161,LA,2004,m,25-34,181
25753,LA,2004,f,35-44,157
8610,LA,2004,m,35-44,231
28202,LA,2004,f,45-54,172
11059,LA,2004,m,45-54,318
30651,LA,2004,f,55-64,164
13508,LA,2004,m,55-64,259
33100,LA,2004,f,65+,121
15957,LA,2004,m,65+,268
18407,LA,2005,f,0-14,7
1264,LA,2005,m,0-14,13
20856,LA,2005,f,15-24,101
3713,LA,2005,m,15-24,136
23305,LA,2005,f,25-34,186
6162,LA,2005,m,25-34,223
25754,LA,2005,f,35-44,205
8611,LA,2005,m,35-44,296
28203,LA,2005,f,45-54,244
11060,LA,2005,m,45-54,373
30652,LA,2005,f,55-64,192
13509,LA,2005,m,55-64,300
33101,LA,2005,f,65+,178
15958,LA,2005,m,65+,352
18408,LA,2006,f,0-14,13
1265,LA,2006,m,0-14,12
20857,LA,2006,f,15-24,109
3714,LA,2006,m,15-24,145
23306,LA,2006,f,25-34,196
6163,LA,2006,m,25-34,245
25755,LA,2006,f,35-44,221
8612,LA,2006,m,35-44,340
28204,LA,2006,f,45-54,228
11061,LA,2006,m,45-54,406
30653,LA,2006,f,55-64,222
13510,LA,2006,m,55-64,345
33102,LA,2006,f,65+,205
15959,LA,2006,m,65+,354
18409,LA,2007,f,0-14,7
1266,LA,2007,m,0-14,11
20858,LA,2007,f,15-24,126
3715,LA,2007,m,15-24,150
23307,LA,2007,f,25-34,175
6164,LA,2007,m,25-34,258
25756,LA,2007,f,35-44,215
8613,LA,2007,m,35-44,307
28205,LA,2007,f,45-54,293
11062,LA,2007,m,45-54,418
30654,LA,2007,f,55-64,206
13511,LA,2007,m,55-64,361
33103,LA,2007,f,65+,207
15960,LA,2007,m,65+,350
18410,LA,2008,f,0-14,10
1267,LA,2008,m,0-14,6
20859,LA,2008,f,15-24,101
3716,LA,2008,m,15-24,159
23308,LA,2008,f,25-34,165
6165,LA,2008,m,25-34,262
25757,LA,2008,f,35-44,209
8614,LA,2008,m,35-44,329
28206,LA,2008,f,45-54,264
11063,LA,2008,m,45-54,380
30655,LA,2008,f,55-64,220
13512,LA,2008,m,55-64,409
33104,LA,2008,f,65+,192
15961,LA,2008,m,65+,373
18411,LB,1995,f,0-14,1
1268,LB,1995,m,0-14,3
20860,LB,1995,f,15-24,16
3717,LB,1995,m,15-24,26
23309,LB,1995,f,25-34,18
6166,LB,1995,m,25-34,32
25758,LB,1995,f,35-44,13
8615,LB,1995,m,35-44,30
28207,LB,1995,f,45-54,8
11064,LB,1995,m,45-54,16
30656,LB,1995,f,55-64,5
13513,LB,1995,m,55-64,16
33105,LB,1995,f,65+,3
15962,LB,1995,m,65+,10
18412,LB,1996,f,0-14,4
1269,LB,1996,m,0-14,4
20861,LB,1996,f,15-24,24
3718,LB,1996,m,15-24,28
23310,LB,1996,f,25-34,13
6167,LB,1996,m,25-34,41
25759,LB,1996,f,35-44,11
8616,LB,1996,m,35-44,18
28208,LB,1996,f,45-54,5
11065,LB,1996,m,45-54,12
30657,LB,1996,f,55-64,6
13514,LB,1996,m,55-64,9
33106,LB,1996,f,65+,4
15963,LB,1996,m,65+,19
18413,LB,1997,f,0-14,3
1270,LB,1997,m,0-14,1
20862,LB,1997,f,15-24,30
3719,LB,1997,m,15-24,18
23311,LB,1997,f,25-34,20
6168,LB,1997,m,25-34,33
25760,LB,1997,f,35-44,6
8617,LB,1997,m,35-44,22
28209,LB,1997,f,45-54,7
11066,LB,1997,m,45-54,19
30658,LB,1997,f,55-64,8
13515,LB,1997,m,55-64,17
33107,LB,1997,f,65+,3
15964,LB,1997,m,65+,17
18414,LB,1998,f,0-14,3
1271,LB,1998,m,0-14,1
20863,LB,1998,f,15-24,23
3720,LB,1998,m,15-24,27
23312,LB,1998,f,25-34,20
6169,LB,1998,m,25-34,33
25761,LB,1998,f,35-44,6
8618,LB,1998,m,35-44,22
28210,LB,1998,f,45-54,7
11067,LB,1998,m,45-54,19
30659,LB,1998,f,55-64,8
13516,LB,1998,m,55-64,17
33108,LB,1998,f,65+,3
15965,LB,1998,m,65+,17
18415,LB,1999,f,0-14,1
1272,LB,1999,m,0-14,3
20864,LB,1999,f,15-24,33
3721,LB,1999,m,15-24,27
23313,LB,1999,f,25-34,26
6170,LB,1999,m,25-34,44
25762,LB,1999,f,35-44,17
8619,LB,1999,m,35-44,35
28211,LB,1999,f,45-54,6
11068,LB,1999,m,45-54,17
30660,LB,1999,f,55-64,9
13517,LB,1999,m,55-64,17
33109,LB,1999,f,65+,3
15966,LB,1999,m,65+,11
18416,LB,2000,f,0-14,4
1273,LB,2000,m,0-14,5
20865,LB,2000,f,15-24,31
3722,LB,2000,m,15-24,16
23314,LB,2000,f,25-34,26
6171,LB,2000,m,25-34,28
25763,LB,2000,f,35-44,9
8620,LB,2000,m,35-44,20
28212,LB,2000,f,45-54,7
11069,LB,2000,m,45-54,15
30661,LB,2000,f,55-64,4
13518,LB,2000,m,55-64,17
33110,LB,2000,f,65+,6
15967,LB,2000,m,65+,14
18417,LB,2001,f,0-14,3
1274,LB,2001,m,0-14,0
20866,LB,2001,f,15-24,25
3723,LB,2001,m,15-24,22
23315,LB,2001,f,25-34,28
6172,LB,2001,m,25-34,20
25764,LB,2001,f,35-44,7
8621,LB,2001,m,35-44,18
28213,LB,2001,f,45-54,6
11070,LB,2001,m,45-54,16
30662,LB,2001,f,55-64,4
13519,LB,2001,m,55-64,8
33111,LB,2001,f,65+,5
15968,LB,2001,m,65+,8
18418,LB,2002,f,0-14,2
1275,LB,2002,m,0-14,1
20867,LB,2002,f,15-24,17
3724,LB,2002,m,15-24,19
23316,LB,2002,f,25-34,21
6173,LB,2002,m,25-34,25
25765,LB,2002,f,35-44,8
8622,LB,2002,m,35-44,14
28214,LB,2002,f,45-54,9
11071,LB,2002,m,45-54,10
30663,LB,2002,f,55-64,3
13520,LB,2002,m,55-64,7
33112,LB,2002,f,65+,3
15969,LB,2002,m,65+,9
18419,LB,2003,f,0-14,3
1276,LB,2003,m,0-14,0
20868,LB,2003,f,15-24,14
3725,LB,2003,m,15-24,19
23317,LB,2003,f,25-34,12
6174,LB,2003,m,25-34,26
25766,LB,2003,f,35-44,9
8623,LB,2003,m,35-44,22
28215,LB,2003,f,45-54,5
11072,LB,2003,m,45-54,6
30664,LB,2003,f,55-64,2
13521,LB,2003,m,55-64,5
33113,LB,2003,f,65+,4
15970,LB,2003,m,65+,7
18420,LB,2004,f,0-14,0
1277,LB,2004,m,0-14,1
20869,LB,2004,f,15-24,18
3726,LB,2004,m,15-24,11
23318,LB,2004,f,25-34,21
6175,LB,2004,m,25-34,25
25767,LB,2004,f,35-44,10
8624,LB,2004,m,35-44,18
28216,LB,2004,f,45-54,5
11073,LB,2004,m,45-54,18
30665,LB,2004,f,55-64,1
